order_item_id,order_id,product_id,quantity,unit_price,subtotal
251,87,52,3,134.43,403.29
252,87,29,5,118.85,594.25
253,88,3,1,275.8,275.8
254,88,65,5,103.56,517.8
255,88,86,4,405.91,1623.64
256,88,52,2,134.43,268.86
257,88,93,1,389.08,389.08
258,89,77,2,493.21,986.42
259,89,19,2,59.16,118.32
260,89,80,1,135.98,135.98
261,90,16,2,54.7,109.4
262,90,87,4,485.79,1943.16
263,90,6,5,386.9,1934.5
264,90,61,1,309.79,309.79
265,91,88,2,322.06,644.12
266,91,79,2,460.63,921.26
267,91,73,1,446.53,446.53
268,91,19,1,59.16,59.16
269,91,94,5,443.5,2217.5
270,92,79,5,460.63,2303.15
271,92,83,3,470.19,1410.57
272,92,72,4,257.72,1030.88
273,92,17,2,375.79,751.58
274,92,3,1,275.8,275.8
275,93,65,2,103.56,207.12
276,93,26,3,20.11,60.33
277,93,22,1,271.14,271.14
278,93,71,4,234.88,939.52
279,93,14,1,40.76,40.76
280,94,12,3,195.25,585.75
281,94,82,4,327.17,1308.68
282,94,89,1,133.38,133.38
283,94,15,5,31.65,158.25
284,94,69,5,64.44,322.2
285,95,82,1,327.17,327.17
286,95,5,3,175.97,527.91
287,95,98,3,152.13,456.39
288,96,8,1,297.2,297.2
289,96,99,2,403.91,807.82
290,97,53,1,105.42,105.42
291,97,3,1,275.8,275.8
292,97,5,1,175.97,175.97
293,98,77,4,493.21,1972.84
294,98,71,1,234.88,234.88
295,98,12,3,195.25,585.75
296,98,9,1,93.48,93.48
297,99,83,1,470.19,470.19
298,100,55,3,47.97,143.91
299,100,36,3,146.18,438.54
300,100,98,3,152.13,456.39
301,101,18,5,111.88,559.4
302,101,34,1,435.95,435.95
303,101,52,2,134.43,268.86
304,101,46,5,455.87,2279.35
305,101,65,3,103.56,310.68
306,102,73,5,446.53,2232.65
307,102,71,2,234.88,469.76
308,102,40,4,225.49,901.96
309,102,28,1,299.14,299.14
310,103,68,4,488.86,1955.44
311,104,42,3,241.8,725.4
312,104,63,1,380.74,380.74
313,104,40,5,225.49,1127.45
314,105,24,4,386.82,1547.28
315,105,33,1,99.83,99.83
316,106,99,2,403.91,807.82
317,106,23,3,157.5,472.5
318,106,64,5,404.34,2021.7
319,107,63,5,380.74,1903.7
320,107,15,5,31.65,158.25
321,107,99,5,403.91,2019.55
322,107,90,5,420.61,2103.05
323,108,67,5,319.21,1596.05
324,108,99,4,403.91,1615.64
325,109,46,3,455.87,1367.61
326,109,72,4,257.72,1030.88
327,109,40,5,225.49,1127.45
328,109,36,2,146.18,292.36
329,110,12,3,195.25,585.75
330,110,4,5,217.56,1087.8
331,111,51,3,290.5,871.5
332,111,55,3,47.97,143.91
333,111,94,2,443.5,887
334,111,5,2,175.97,351.94
335,111,50,2,58.66,117.32
336,112,99,1,403.91,403.91
337,113,92,4,267.01,1068.04
338,114,92,3,267.01,801.03
339,114,61,3,309.79,929.37
340,114,55,4,47.97,191.88
341,114,2,1,13.76,13.76
342,114,3,2,275.8,551.6
343,115,24,4,386.82,1547.28
344,116,83,5,470.19,2350.95
345,116,80,5,135.98,679.9
346,116,94,1,443.5,443.5
347,117,6,4,386.9,1547.6
348,117,54,4,345.07,1380.28
349,117,38,2,293.18,586.36
350,118,92,4,267.01,1068.04
351,118,32,4,100.46,401.84
352,118,60,2,317.43,634.86
353,119,77,2,493.21,986.42
354,119,50,2,58.66,117.32
355,119,29,1,118.85,118.85
356,119,78,2,441.78,883.56
357,119,55,3,47.97,143.91
358,120,88,1,322.06,322.06
359,120,25,4,392.86,1571.44
360,120,40,3,225.49,676.47
361,121,81,4,69.38,277.52
362,122,41,5,71.84,359.2
363,122,82,2,327.17,654.34
364,122,28,3,299.14,897.42
365,122,17,5,375.79,1878.95
366,123,31,4,492.66,1970.64
367,123,29,4,118.85,475.4
368,123,25,3,392.86,1178.58
369,123,41,3,71.84,215.52
370,123,9,5,93.48,467.4
371,124,12,4,195.25,781
372,124,59,3,132.49,397.47
373,124,55,1,47.97,47.97
374,124,14,3,40.76,122.28
375,125,26,5,20.11,100.55
376,125,30,2,193.42,386.84
377,126,37,4,121.39,485.56
378,126,21,4,360.32,1441.28
379,126,88,3,322.06,966.18
380,126,27,4,109.12,436.48
381,126,23,4,157.5,630
382,127,68,1,488.86,488.86
383,127,42,1,241.8,241.8
384,127,8,1,297.2,297.2
385,128,13,5,260.92,1304.6
386,128,74,1,463.46,463.46
387,128,70,4,380.26,1521.04
388,128,72,1,257.72,257.72
389,129,18,5,111.88,559.4
390,129,92,2,267.01,534.02
391,129,58,2,260.13,520.26
392,130,15,3,31.65,94.95
393,131,14,2,40.76,81.52
394,132,87,4,485.79,1943.16
395,132,29,5,118.85,594.25
396,132,42,1,241.8,241.8
397,132,62,2,444.18,888.36
398,132,64,1,404.34,404.34
399,133,88,4,322.06,1288.24
400,134,30,3,193.42,580.26
401,134,55,4,47.97,191.88
402,134,88,1,322.06,322.06
403,134,51,5,290.5,1452.5
404,134,40,4,225.49,901.96
405,135,17,2,375.79,751.58
406,135,73,4,446.53,1786.12
407,135,9,2,93.48,186.96
408,136,53,5,105.42,527.1
409,137,43,5,365.01,1825.05
410,137,73,3,446.53,1339.59
411,138,58,3,260.13,780.39
412,138,35,4,121.6,486.4
413,139,47,3,288.68,866.04
414,139,58,2,260.13,520.26
415,139,62,2,444.18,888.36
416,140,44,5,183.81,919.05
417,140,5,4,175.97,703.88
418,140,77,1,493.21,493.21
419,141,74,1,463.46,463.46
420,142,15,2,31.65,63.3
421,142,82,5,327.17,1635.85
422,143,99,4,403.91,1615.64
423,143,53,3,105.42,316.26
424,143,36,2,146.18,292.36
425,143,22,2,271.14,542.28
426,143,97,5,337.32,1686.6
427,144,52,2,134.43,268.86
428,145,84,2,362.77,725.54
429,145,20,1,411.46,411.46
430,145,3,5,275.8,1379
431,145,47,1,288.68,288.68
432,145,45,3,184.89,554.67
433,146,5,1,175.97,175.97
434,147,96,5,24.45,122.25
435,147,11,1,300.33,300.33
436,147,30,4,193.42,773.68
437,147,28,2,299.14,598.28
438,147,97,5,337.32,1686.6
439,148,55,1,47.97,47.97
440,148,8,2,297.2,594.4
441,148,50,4,58.66,234.64
442,149,8,5,297.2,1486
443,150,37,1,121.39,121.39
444,151,91,1,336.75,336.75
445,151,11,2,300.33,600.66
446,152,83,1,470.19,470.19
447,152,71,1,234.88,234.88
448,152,66,1,102.27,102.27
449,153,84,4,362.77,1451.08
450,153,96,1,24.45,24.45
451,153,17,4,375.79,1503.16
452,153,27,5,109.12,545.6
453,153,51,5,290.5,1452.5
454,154,31,1,492.66,492.66
455,154,37,4,121.39,485.56
456,154,12,2,195.25,390.5
457,154,83,2,470.19,940.38
458,155,9,4,93.48,373.92
459,155,36,1,146.18,146.18
460,156,19,3,59.16,177.48
461,156,29,4,118.85,475.4
462,156,38,5,293.18,1465.9
463,156,98,2,152.13,304.26
464,156,31,3,492.66,1477.98
465,157,99,2,403.91,807.82
466,157,63,2,380.74,761.48
467,158,25,1,392.86,392.86
468,158,53,2,105.42,210.84
469,158,39,2,259.68,519.36
470,158,40,1,225.49,225.49
471,158,8,2,297.2,594.4
472,159,70,2,380.26,760.52
473,159,19,2,59.16,118.32
474,159,36,5,146.18,730.9
475,160,8,3,297.2,891.6
476,160,18,4,111.88,447.52
477,161,97,4,337.32,1349.28
478,161,36,1,146.18,146.18
479,161,78,5,441.78,2208.9
480,161,72,4,257.72,1030.88
481,162,58,2,260.13,520.26
482,163,52,1,134.43,134.43
483,163,76,3,283.55,850.65
484,164,65,1,103.56,103.56
485,164,58,1,260.13,260.13
486,164,43,3,365.01,1095.03
487,165,14,2,40.76,81.52
488,165,29,5,118.85,594.25
489,165,32,3,100.46,301.38
490,165,29,2,118.85,237.7
491,165,21,5,360.32,1801.6
492,166,16,2,54.7,109.4
493,166,92,3,267.01,801.03
494,166,20,4,411.46,1645.84
495,166,10,1,360.58,360.58
496,166,56,1,208.09,208.09
497,167,37,2,121.39,242.78
498,167,98,5,152.13,760.65
499,167,96,1,24.45,24.45
500,167,81,1,69.38,69.38
501,168,96,3,24.45,73.35
502,168,75,3,190.13,570.39
503,168,87,4,485.79,1943.16
504,168,72,1,257.72,257.72
505,168,29,4,118.85,475.4
506,169,62,4,444.18,1776.72
507,169,7,5,102.83,514.15
508,170,58,3,260.13,780.39
509,170,40,5,225.49,1127.45
510,171,53,5,105.42,527.1
511,171,53,4,105.42,421.68
512,171,30,3,193.42,580.26
513,171,72,5,257.72,1288.6
514,172,30,1,193.42,193.42
515,172,39,1,259.68,259.68
516,172,7,2,102.83,205.66
517,172,93,1,389.08,389.08
518,173,84,1,362.77,362.77
519,173,63,2,380.74,761.48
520,174,74,2,463.46,926.92
521,175,82,3,327.17,981.51
522,175,84,5,362.77,1813.85
523,175,85,3,65.06,195.18
524,175,64,2,404.34,808.68
525,175,31,4,492.66,1970.64
526,176,61,3,309.79,929.37
527,176,62,2,444.18,888.36
528,176,7,1,102.83,102.83
529,176,35,1,121.6,121.6
530,177,70,3,380.26,1140.78
531,177,95,5,397.59,1987.95
532,178,94,1,443.5,443.5
533,178,22,1,271.14,271.14
534,178,21,2,360.32,720.64
535,178,29,4,118.85,475.4
536,178,96,4,24.45,97.8
537,179,32,2,100.46,200.92
538,179,37,1,121.39,121.39
539,179,28,5,299.14,1495.7
540,180,2,5,13.76,68.8
541,180,8,3,297.2,891.6
542,180,23,2,157.5,315
543,180,72,1,257.72,257.72
544,181,44,3,183.81,551.43
545,181,86,1,405.91,405.91
546,181,37,4,121.39,485.56
547,182,27,4,109.12,436.48
548,182,43,2,365.01,730.02
549,182,33,3,99.83,299.49
550,182,56,5,208.09,1040.45
551,183,7,5,102.83,514.15
552,183,69,4,64.44,257.76
553,183,100,3,479.73,1439.19
554,184,14,4,40.76,163.04
555,185,8,4,297.2,1188.8
556,186,71,1,234.88,234.88
557,187,80,3,135.98,407.94
558,187,40,4,225.49,901.96
559,188,100,3,479.73,1439.19
560,188,68,3,488.86,1466.58
561,188,55,4,47.97,191.88
562,189,5,2,175.97,351.94
563,189,82,2,327.17,654.34
564,189,10,4,360.58,1442.32
565,189,98,2,152.13,304.26
566,189,69,4,64.44,257.76
567,190,58,5,260.13,1300.65
568,190,56,5,208.09,1040.45
569,190,91,1,336.75,336.75
570,190,30,5,193.42,967.1
571,191,63,3,380.74,1142.22
572,191,65,1,103.56,103.56
573,191,63,1,380.74,380.74
574,191,36,3,146.18,438.54
575,191,100,2,479.73,959.46
576,192,90,2,420.61,841.22
577,193,88,1,322.06,322.06
578,194,39,3,259.68,779.04
579,194,22,3,271.14,813.42
580,195,84,5,362.77,1813.85
581,195,38,2,293.18,586.36
582,195,31,1,492.66,492.66
583,196,24,4,386.82,1547.28
584,196,66,3,102.27,306.81
585,197,67,3,319.21,957.63
586,198,96,4,24.45,97.8
587,199,82,1,327.17,327.17
588,200,21,5,360.32,1801.6
589,201,82,5,327.17,1635.85
590,201,24,2,386.82,773.64
591,201,76,1,283.55,283.55
592,201,94,5,443.5,2217.5
593,201,26,5,20.11,100.55
594,202,99,5,403.91,2019.55
595,202,22,4,271.14,1084.56
596,203,39,1,259.68,259.68
597,203,96,5,24.45,122.25
598,203,22,5,271.14,1355.7
599,203,75,4,190.13,760.52
600,204,27,4,109.12,436.48
601,204,83,4,470.19,1880.76
602,205,94,2,443.5,887
603,205,1,5,263.13,1315.65
604,205,97,4,337.32,1349.28
605,205,74,2,463.46,926.92
606,205,41,5,71.84,359.2
607,206,7,3,102.83,308.49
608,206,98,4,152.13,608.52
609,206,23,5,157.5,787.5
610,206,20,2,411.46,822.92
611,206,58,1,260.13,260.13
612,207,43,3,365.01,1095.03
613,207,90,5,420.61,2103.05
614,207,13,2,260.92,521.84
615,208,88,2,322.06,644.12
616,208,14,5,40.76,203.8
617,209,9,2,93.48,186.96
618,209,58,5,260.13,1300.65
619,210,32,4,100.46,401.84
620,211,55,3,47.97,143.91
621,211,6,1,386.9,386.9
622,211,26,1,20.11,20.11
623,211,33,4,99.83,399.32
624,211,84,4,362.77,1451.08
625,212,8,3,297.2,891.6
626,212,96,5,24.45,122.25
627,213,2,4,13.76,55.04
628,213,78,5,441.78,2208.9
629,213,86,4,405.91,1623.64
630,213,76,3,283.55,850.65
631,214,97,5,337.32,1686.6
632,214,87,5,485.79,2428.95
633,215,93,3,389.08,1167.24
634,215,53,3,105.42,316.26
635,215,11,4,300.33,1201.32
636,215,75,1,190.13,190.13
637,215,57,3,55.56,166.68
638,216,82,1,327.17,327.17
639,216,11,5,300.33,1501.65
640,216,89,4,133.38,533.52
641,216,52,2,134.43,268.86
642,217,55,3,47.97,143.91
643,217,75,2,190.13,380.26
644,217,81,4,69.38,277.52
645,217,75,2,190.13,380.26
646,217,78,3,441.78,1325.34
647,218,53,3,105.42,316.26
648,218,52,5,134.43,672.15
649,218,23,5,157.5,787.5
650,219,54,4,345.07,1380.28
651,219,9,1,93.48,93.48
652,219,18,1,111.88,111.88
653,220,74,1,463.46,463.46
654,220,88,2,322.06,644.12
655,221,81,5,69.38,346.9
656,221,40,4,225.49,901.96
657,221,32,3,100.46,301.38
658,222,42,2,241.8,483.6
659,222,79,5,460.63,2303.15
660,222,1,3,263.13,789.39
661,222,2,5,13.76,68.8
662,222,40,1,225.49,225.49
663,223,38,5,293.18,1465.9
664,223,76,1,283.55,283.55
665,223,1,2,263.13,526.26
666,224,74,2,463.46,926.92
667,224,28,5,299.14,1495.7
668,224,90,1,420.61,420.61
669,225,35,4,121.6,486.4
670,226,16,2,54.7,109.4
671,226,49,2,168.14,336.28
672,226,75,1,190.13,190.13
673,227,63,4,380.74,1522.96
674,227,47,3,288.68,866.04
675,228,25,1,392.86,392.86
676,228,70,2,380.26,760.52
677,228,50,5,58.66,293.3
678,228,69,2,64.44,128.88
679,228,72,3,257.72,773.16
680,229,19,2,59.16,118.32
681,229,20,3,411.46,1234.38
682,229,87,5,485.79,2428.95
683,229,98,4,152.13,608.52
684,230,11,4,300.33,1201.32
685,230,90,2,420.61,841.22
686,230,57,5,55.56,277.8
687,230,41,2,71.84,143.68
688,230,48,5,160.97,804.85
689,231,3,2,275.8,551.6
690,231,21,1,360.32,360.32
691,231,11,5,300.33,1501.65
692,232,34,3,435.95,1307.85
693,233,29,5,118.85,594.25
694,233,18,4,111.88,447.52
695,233,62,5,444.18,2220.9
696,233,84,3,362.77,1088.31
697,234,50,3,58.66,175.98
698,235,78,4,441.78,1767.12
699,235,83,4,470.19,1880.76
700,235,90,2,420.61,841.22
701,235,13,1,260.92,260.92
702,236,70,3,380.26,1140.78
703,236,92,2,267.01,534.02
704,236,88,4,322.06,1288.24
705,236,41,2,71.84,143.68
706,236,39,4,259.68,1038.72
707,237,34,4,435.95,1743.8
708,237,38,1,293.18,293.18
709,237,64,5,404.34,2021.7
710,237,80,1,135.98,135.98
711,238,50,5,58.66,293.3
712,239,10,3,360.58,1081.74
713,240,84,3,362.77,1088.31
714,240,73,4,446.53,1786.12
715,240,59,3,132.49,397.47
716,240,98,4,152.13,608.52
717,241,68,5,488.86,2444.3
718,241,28,5,299.14,1495.7
719,241,20,2,411.46,822.92
720,241,97,2,337.32,674.64
721,242,63,4,380.74,1522.96
722,242,95,5,397.59,1987.95
723,242,28,2,299.14,598.28
724,242,47,5,288.68,1443.4
725,242,55,5,47.97,239.85
726,243,36,2,146.18,292.36
727,243,67,4,319.21,1276.84
728,244,23,2,157.5,315
729,244,67,1,319.21,319.21
730,244,54,2,345.07,690.14
731,245,81,2,69.38,138.76
732,245,54,5,345.07,1725.35
733,246,97,3,337.32,1011.96
734,246,23,2,157.5,315
735,247,30,5,193.42,967.1
736,248,58,3,260.13,780.39
737,248,80,1,135.98,135.98
738,249,54,4,345.07,1380.28
739,249,95,3,397.59,1192.77
740,249,36,4,146.18,584.72
741,249,42,2,241.8,483.6
742,250,5,2,175.97,351.94
743,251,43,3,365.01,1095.03
744,251,57,4,55.56,222.24
745,251,33,4,99.83,399.32
746,252,38,5,293.18,1465.9
747,252,88,3,322.06,966.18
748,252,47,3,288.68,866.04
749,252,44,3,183.81,551.43
750,253,70,4,380.26,1521.04
751,253,62,2,444.18,888.36
752,253,78,5,441.78,2208.9
753,253,16,3,54.7,164.1
754,254,14,1,40.76,40.76
755,254,14,5,40.76,203.8
756,254,52,4,134.43,537.72
757,255,19,1,59.16,59.16
758,255,58,3,260.13,780.39
759,256,59,5,132.49,662.45
760,257,74,5,463.46,2317.3
761,257,48,5,160.97,804.85
762,257,93,1,389.08,389.08
763,257,28,3,299.14,897.42
764,258,6,4,386.9,1547.6
765,258,81,5,69.38,346.9
766,258,59,5,132.49,662.45
767,258,68,3,488.86,1466.58
768,259,54,2,345.07,690.14
769,259,53,4,105.42,421.68
770,259,19,5,59.16,295.8
771,259,48,3,160.97,482.91
772,259,15,5,31.65,158.25
773,260,59,2,132.49,264.98
774,260,21,4,360.32,1441.28
775,260,99,1,403.91,403.91
776,261,50,4,58.66,234.64
777,261,18,1,111.88,111.88
778,261,79,5,460.63,2303.15
779,261,93,1,389.08,389.08
780,261,77,3,493.21,1479.63
781,262,12,2,195.25,390.5
782,262,8,5,297.2,1486
783,262,6,1,386.9,386.9
784,262,68,1,488.86,488.86
785,262,3,3,275.8,827.4
786,263,52,2,134.43,268.86
787,263,59,4,132.49,529.96
788,263,14,2,40.76,81.52
789,263,2,5,13.76,68.8
790,264,93,4,389.08,1556.32
791,264,24,2,386.82,773.64
792,264,65,2,103.56,207.12
793,265,27,3,109.12,327.36
794,265,57,3,55.56,166.68
795,265,39,5,259.68,1298.4
796,265,62,2,444.18,888.36
797,266,73,4,446.53,1786.12
798,266,7,5,102.83,514.15
799,266,65,1,103.56,103.56
800,266,12,4,195.25,781
801,267,57,3,55.56,166.68
802,267,2,1,13.76,13.76
803,268,72,4,257.72,1030.88
804,268,36,5,146.18,730.9
805,268,32,3,100.46,301.38
806,269,41,4,71.84,287.36
807,269,39,4,259.68,1038.72
808,269,33,5,99.83,499.15
809,269,8,5,297.2,1486
810,270,8,3,297.2,891.6
811,270,69,3,64.44,193.32
812,270,34,4,435.95,1743.8
813,270,66,2,102.27,204.54
814,271,25,4,392.86,1571.44
815,271,98,5,152.13,760.65
816,271,32,5,100.46,502.3
817,271,26,3,20.11,60.33
818,271,15,2,31.65,63.3
819,272,55,1,47.97,47.97
820,272,85,2,65.06,130.12
821,272,98,1,152.13,152.13
822,272,26,1,20.11,20.11
823,272,95,1,397.59,397.59
824,273,23,2,157.5,315
825,273,49,1,168.14,168.14
826,273,17,4,375.79,1503.16
827,274,80,3,135.98,407.94
828,275,32,4,100.46,401.84
829,275,66,4,102.27,409.08
830,276,85,2,65.06,130.12
831,276,65,5,103.56,517.8
832,276,30,1,193.42,193.42
833,276,58,4,260.13,1040.52
834,277,88,2,322.06,644.12
835,277,77,1,493.21,493.21
836,277,78,1,441.78,441.78
837,278,60,2,317.43,634.86
838,279,48,5,160.97,804.85
839,279,78,1,441.78,441.78
840,279,72,4,257.72,1030.88
841,279,32,3,100.46,301.38
842,279,53,4,105.42,421.68
843,280,59,4,132.49,529.96
844,280,44,5,183.81,919.05
845,281,33,3,99.83,299.49
846,282,93,5,389.08,1945.4
847,282,41,3,71.84,215.52
848,282,57,5,55.56,277.8
849,282,57,5,55.56,277.8
850,282,30,5,193.42,967.1
851,283,77,5,493.21,2466.05
852,283,13,4,260.92,1043.68
853,284,33,5,99.83,499.15
854,284,72,2,257.72,515.44
855,284,12,1,195.25,195.25
856,285,48,3,160.97,482.91
857,285,46,1,455.87,455.87
858,285,91,4,336.75,1347
859,285,85,4,65.06,260.24
